cement,slag,flyash,water,superplasticizer,coarseaggregate,fineaggregate,age,w/c,age_c,age_f,age_class_1,age_class_2,age_class_3,csMPa
424.0,22.0,132.0,178.0,8.5,822.0,750.0,28,0.419811320754717,class_2,2,0,1,0,62.05
424.0,22.0,132.0,178.0,8.5,882.0,750.0,3,0.419811320754717,class_1,1,1,0,0,32.01
424.0,22.0,132.0,168.0,8.9,822.0,750.0,28,0.39622641509433965,class_2,2,0,1,0,72.1
424.0,22.0,132.0,178.0,8.5,822.0,750.0,7,0.419811320754717,class_1,1,1,0,0,39.0
424.0,22.0,132.0,178.0,8.5,822.0,750.0,56,0.419811320754717,class_3,3,0,0,1,65.7
424.0,22.0,132.0,168.0,8.9,822.0,750.0,3,0.39622641509433965,class_1,1,1,0,0,32.11
424.0,22.0,132.0,168.0,8.9,822.0,750.0,7,0.39622641509433965,class_1,1,1,0,0,40.29
424.0,22.0,132.0,168.0,8.9,822.0,750.0,56,0.39622641509433965,class_3,3,0,0,1,74.36
202.0,11.0,141.0,206.0,1.7,942.0,801.0,28,1.0198019801980198,class_2,2,0,1,0,21.97
202.0,11.0,141.0,206.0,1.7,942.0,801.0,3,1.0198019801980198,class_1,1,1,0,0,9.85
202.0,11.0,141.0,206.0,1.7,942.0,801.0,7,1.0198019801980198,class_1,1,1,0,0,15.07
202.0,11.0,141.0,206.0,1.7,942.0,801.0,56,1.0198019801980198,class_3,3,0,0,1,23.25
284.0,15.0,141.0,179.0,5.5,842.0,801.0,28,0.6302816901408451,class_2,2,0,1,0,43.73
284.0,15.0,141.0,179.0,5.5,842.0,801.0,3,0.6302816901408451,class_1,1,1,0,0,13.4
284.0,15.0,141.0,179.0,5.5,842.0,801.0,7,0.6302816901408451,class_1,1,1,0,0,24.13
284.0,15.0,141.0,179.0,5.5,842.0,801.0,56,0.6302816901408451,class_3,3,0,0,1,44.52
359.0,19.0,141.0,154.0,10.9,942.0,801.0,28,0.42896935933147634,class_2,2,0,1,0,62.94
359.0,19.0,141.0,154.0,10.9,942.0,801.0,28,0.42896935933147634,class_2,2,0,1,0,59.49
359.0,19.0,141.0,154.0,10.9,942.0,801.0,3,0.42896935933147634,class_1,1,1,0,0,25.12
359.0,19.0,141.0,154.0,10.9,942.0,801.0,3,0.42896935933147634,class_1,1,1,0,0,23.64
359.0,19.0,141.0,154.0,10.9,942.0,801.0,7,0.42896935933147634,class_1,1,1,0,0,35.75
359.0,19.0,141.0,154.0,10.9,942.0,801.0,7,0.42896935933147634,class_1,1,1,0,0,38.61
359.0,19.0,141.0,154.0,10.9,942.0,801.0,56,0.42896935933147634,class_3,3,0,0,1,68.75
359.0,19.0,141.0,154.0,10.9,942.0,801.0,56,0.42896935933147634,class_3,3,0,0,1,66.78
436.0,0.0,0.0,218.0,0.0,838.4,719.7,28,0.5,class_2,2,0,1,0,23.85
289.0,0.0,0.0,192.0,0.0,913.2,895.3,90,0.6643598615916955,class_3,3,0,0,1,32.07
289.0,0.0,0.0,192.0,0.0,913.2,895.3,3,0.6643598615916955,class_1,1,1,0,0,11.65
393.0,0.0,0.0,192.0,0.0,940.6,785.6,3,0.48854961832061067,class_1,1,1,0,0,19.2
393.0,0.0,0.0,192.0,0.0,940.6,785.6,90,0.48854961832061067,class_3,3,0,0,1,48.85
393.0,0.0,0.0,192.0,0.0,940.6,785.6,28,0.48854961832061067,class_2,2,0,1,0,39.6
480.0,0.0,0.0,192.0,0.0,936.2,712.2,28,0.4,class_2,2,0,1,0,43.94
480.0,0.0,0.0,192.0,0.0,936.2,712.2,7,0.4,class_1,1,1,0,0,34.57
480.0,0.0,0.0,192.0,0.0,936.2,712.2,90,0.4,class_3,3,0,0,1,54.32
480.0,0.0,0.0,192.0,0.0,936.2,712.2,3,0.4,class_1,1,1,0,0,24.4
333.0,0.0,0.0,192.0,0.0,931.2,842.6,3,0.5765765765765766,class_1,1,1,0,0,15.62
255.0,0.0,0.0,192.0,0.0,889.8,945.0,90,0.7529411764705882,class_3,3,0,0,1,21.86
255.0,0.0,0.0,192.0,0.0,889.8,945.0,7,0.7529411764705882,class_1,1,1,0,0,10.22
289.0,0.0,0.0,192.0,0.0,913.2,895.3,7,0.6643598615916955,class_1,1,1,0,0,14.6
255.0,0.0,0.0,192.0,0.0,889.8,945.0,28,0.7529411764705882,class_2,2,0,1,0,18.75
333.0,0.0,0.0,192.0,0.0,931.2,842.6,28,0.5765765765765766,class_2,2,0,1,0,31.97
333.0,0.0,0.0,192.0,0.0,931.2,842.6,7,0.5765765765765766,class_1,1,1,0,0,23.4
289.0,0.0,0.0,192.0,0.0,913.2,895.3,28,0.6643598615916955,class_2,2,0,1,0,25.57
333.0,0.0,0.0,192.0,0.0,931.2,842.6,90,0.5765765765765766,class_3,3,0,0,1,41.68
393.0,0.0,0.0,192.0,0.0,940.6,785.6,7,0.48854961832061067,class_1,1,1,0,0,27.74
255.0,0.0,0.0,192.0,0.0,889.8,945.0,3,0.7529411764705882,class_1,1,1,0,0,8.2
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,7,1.1693954659949621,class_1,1,1,0,0,9.62
239.6,359.4,0.0,185.7,0.0,941.6,664.3,7,0.7750417362270451,class_1,1,1,0,0,25.42
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,7,0.7795969773299748,class_1,1,1,0,0,15.69
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,28,1.0208905992303463,class_2,2,0,1,0,27.94
193.5,290.2,0.0,185.7,0.0,998.2,704.3,28,0.9596899224806201,class_2,2,0,1,0,32.63
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,7,0.7268101761252446,class_1,1,1,0,0,17.24
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,7,0.6807184750733137,class_1,1,1,0,0,19.77
239.6,359.4,0.0,185.7,0.0,941.6,664.3,28,0.7750417362270451,class_2,2,0,1,0,39.44
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,28,0.8410326086956521,class_2,2,0,1,0,25.75
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28,0.46775818639798483,class_2,2,0,1,0,33.08
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7,0.48549019607843136,class_1,1,1,0,0,24.07
210.7,316.1,0.0,185.7,0.0,977.0,689.3,7,0.8813478879924063,class_1,1,1,0,0,21.82
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,28,1.1693954659949621,class_2,2,0,1,0,21.07
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,7,0.627789046653144,class_1,1,1,0,0,14.84
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,28,0.7268101761252446,class_2,2,0,1,0,32.05
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,7,0.9125307125307125,class_1,1,1,0,0,11.96
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7,0.46775818639798483,class_1,1,1,0,0,25.45
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,28,0.4868904037755637,class_2,2,0,1,0,22.49
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,28,0.627789046653144,class_2,2,0,1,0,25.22
228.0,342.1,0.0,185.7,0.0,955.8,674.3,28,0.8144736842105262,class_2,2,0,1,0,39.7
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,7,0.8410326086956521,class_1,1,1,0,0,13.09
316.1,210.7,0.0,185.7,0.0,977.0,689.3,28,0.5874723188864283,class_2,2,0,1,0,38.7
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,7,1.3684598378776713,class_1,1,1,0,0,7.51
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28,0.7799244015119697,class_2,2,0,1,0,17.58
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7,0.5474646226415094,class_1,1,1,0,0,21.18
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28,1.3684598378776713,class_2,2,0,1,0,18.2
193.5,290.2,0.0,185.7,0.0,998.2,704.3,7,0.9596899224806201,class_1,1,1,0,0,17.2
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28,0.9125307125307125,class_2,2,0,1,0,22.63
290.2,193.5,0.0,185.7,0.0,998.2,704.3,7,0.6399035148173673,class_1,1,1,0,0,21.86
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,7,1.0208905992303463,class_1,1,1,0,0,12.37
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,28,1.0904286553141513,class_2,2,0,1,0,25.73
210.7,316.1,0.0,185.7,0.0,977.0,689.3,28,0.8813478879924063,class_2,2,0,1,0,37.81
228.0,342.1,0.0,185.7,0.0,955.8,674.3,7,0.8144736842105262,class_1,1,1,0,0,21.92
290.2,193.5,0.0,185.7,0.0,998.2,704.3,28,0.6399035148173673,class_2,2,0,1,0,33.04
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,7,0.4868904037755637,class_1,1,1,0,0,14.54
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28,0.7795969773299748,class_2,2,0,1,0,26.91
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,7,0.9973147153598282,class_1,1,1,0,0,8.0
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28,0.5474646226415094,class_2,2,0,1,0,31.9
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,7,0.7799244015119697,class_1,1,1,0,0,10.34
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28,0.7354455445544554,class_2,2,0,1,0,19.77
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28,0.48549019607843136,class_2,2,0,1,0,37.44
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7,0.7354455445544554,class_1,1,1,0,0,11.48
316.1,210.7,0.0,185.7,0.0,977.0,689.3,7,0.5874723188864283,class_1,1,1,0,0,24.44
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,28,0.9973147153598282,class_2,2,0,1,0,17.6
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,7,1.0904286553141513,class_1,1,1,0,0,10.73
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,28,0.6807184750733137,class_2,2,0,1,0,31.38
339.0,0.0,0.0,197.0,0.0,968.0,781.0,3,0.5811209439528023,class_1,1,1,0,0,13.22
339.0,0.0,0.0,197.0,0.0,968.0,781.0,7,0.5811209439528023,class_1,1,1,0,0,20.97
339.0,0.0,0.0,197.0,0.0,968.0,781.0,14,0.5811209439528023,class_1,1,1,0,0,27.04
339.0,0.0,0.0,197.0,0.0,968.0,781.0,28,0.5811209439528023,class_2,2,0,1,0,32.04
339.0,0.0,0.0,197.0,0.0,968.0,781.0,90,0.5811209439528023,class_3,3,0,0,1,35.17
339.0,0.0,0.0,197.0,0.0,968.0,781.0,180,0.5811209439528023,class_3,3,0,0,1,36.45
339.0,0.0,0.0,197.0,0.0,968.0,781.0,365,0.5811209439528023,class_3,3,0,0,1,38.89
236.0,0.0,0.0,194.0,0.0,968.0,885.0,3,0.8220338983050848,class_1,1,1,0,0,6.47
236.0,0.0,0.0,194.0,0.0,968.0,885.0,14,0.8220338983050848,class_1,1,1,0,0,12.84
236.0,0.0,0.0,194.0,0.0,968.0,885.0,28,0.8220338983050848,class_2,2,0,1,0,18.42
236.0,0.0,0.0,194.0,0.0,968.0,885.0,90,0.8220338983050848,class_3,3,0,0,1,21.95
236.0,0.0,0.0,193.0,0.0,968.0,885.0,180,0.8177966101694916,class_3,3,0,0,1,24.1
236.0,0.0,0.0,193.0,0.0,968.0,885.0,365,0.8177966101694916,class_3,3,0,0,1,25.08
277.0,0.0,0.0,191.0,0.0,968.0,856.0,14,0.6895306859205776,class_1,1,1,0,0,21.26
277.0,0.0,0.0,191.0,0.0,968.0,856.0,28,0.6895306859205776,class_2,2,0,1,0,25.97
277.0,0.0,0.0,191.0,0.0,968.0,856.0,3,0.6895306859205776,class_1,1,1,0,0,11.36
277.0,0.0,0.0,191.0,0.0,968.0,856.0,90,0.6895306859205776,class_3,3,0,0,1,31.25
277.0,0.0,0.0,191.0,0.0,968.0,856.0,180,0.6895306859205776,class_3,3,0,0,1,32.33
277.0,0.0,0.0,191.0,0.0,968.0,856.0,360,0.6895306859205776,class_3,3,0,0,1,33.7
254.0,0.0,0.0,198.0,0.0,968.0,863.0,3,0.7795275590551181,class_1,1,1,0,0,9.31
254.0,0.0,0.0,198.0,0.0,968.0,863.0,90,0.7795275590551181,class_3,3,0,0,1,26.94
254.0,0.0,0.0,198.0,0.0,968.0,863.0,180,0.7795275590551181,class_3,3,0,0,1,27.63
254.0,0.0,0.0,198.0,0.0,968.0,863.0,365,0.7795275590551181,class_3,3,0,0,1,29.79
307.0,0.0,0.0,193.0,0.0,968.0,812.0,180,0.6286644951140065,class_3,3,0,0,1,34.49
307.0,0.0,0.0,193.0,0.0,968.0,812.0,365,0.6286644951140065,class_3,3,0,0,1,36.15
307.0,0.0,0.0,193.0,0.0,968.0,812.0,3,0.6286644951140065,class_1,1,1,0,0,12.54
307.0,0.0,0.0,193.0,0.0,968.0,812.0,28,0.6286644951140065,class_2,2,0,1,0,27.53
307.0,0.0,0.0,193.0,0.0,968.0,812.0,90,0.6286644951140065,class_3,3,0,0,1,32.92
236.0,0.0,0.0,193.0,0.0,968.0,885.0,7,0.8177966101694916,class_1,1,1,0,0,9.99
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,7,0.9,class_1,1,1,0,0,7.84
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,28,0.9,class_2,2,0,1,0,12.25
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,7,0.8044444444444444,class_1,1,1,0,0,11.17
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,28,0.8044444444444444,class_2,2,0,1,0,17.34
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,7,0.5661538461538461,class_1,1,1,0,0,17.54
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,28,0.5661538461538461,class_2,2,0,1,0,30.57
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,7,0.6654545454545454,class_1,1,1,0,0,14.2
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,28,0.6654545454545454,class_2,2,0,1,0,24.5
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,7,0.6133333333333333,class_1,1,1,0,0,15.58
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,28,0.6133333333333333,class_2,2,0,1,0,26.85
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,7,0.496,class_1,1,1,0,0,26.06
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28,0.496,class_2,2,0,1,0,38.21
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,28,0.4675,class_2,2,0,1,0,43.7
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,7,0.4675,class_1,1,1,0,0,30.14
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,7,0.728,class_1,1,1,0,0,12.73
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,28,0.728,class_2,2,0,1,0,20.87
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,7,0.5314285714285715,class_1,1,1,0,0,20.28
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,28,0.5314285714285715,class_2,2,0,1,0,34.29
203.5,305.3,0.0,203.5,0.0,963.4,630.0,7,1.0,class_1,1,1,0,0,19.54
250.2,166.8,0.0,203.5,0.0,977.6,694.1,90,0.8133493205435652,class_3,3,0,0,1,47.71
157.0,236.0,0.0,192.0,0.0,935.4,781.2,90,1.2229299363057324,class_3,3,0,0,1,43.38
141.3,212.0,0.0,203.5,0.0,971.8,748.5,28,1.4401981599433828,class_2,2,0,1,0,29.89
166.8,250.2,0.0,203.5,0.0,975.6,692.6,3,1.2200239808153477,class_1,1,1,0,0,6.9
122.6,183.9,0.0,203.5,0.0,958.2,800.1,90,1.6598694942903753,class_3,3,0,0,1,33.19
183.9,122.6,0.0,203.5,0.0,959.2,800.0,3,1.10657966286025,class_1,1,1,0,0,4.9
102.0,153.0,0.0,192.0,0.0,887.0,942.0,3,1.8823529411764706,class_1,1,1,0,0,4.57
102.0,153.0,0.0,192.0,0.0,887.0,942.0,90,1.8823529411764706,class_3,3,0,0,1,25.46
122.6,183.9,0.0,203.5,0.0,958.2,800.1,28,1.6598694942903753,class_2,2,0,1,0,24.29
166.8,250.2,0.0,203.5,0.0,975.6,692.6,28,1.2200239808153477,class_2,2,0,1,0,33.95
200.0,133.0,0.0,192.0,0.0,965.4,806.2,3,0.96,class_1,1,1,0,0,11.41
108.3,162.4,0.0,203.5,0.0,938.2,849.0,28,1.8790397045244691,class_2,2,0,1,0,20.59
305.3,203.5,0.0,203.5,0.0,965.4,631.0,7,0.6665574844415328,class_1,1,1,0,0,25.89
108.3,162.4,0.0,203.5,0.0,938.2,849.0,90,1.8790397045244691,class_3,3,0,0,1,29.23
116.0,173.0,0.0,192.0,0.0,909.8,891.9,90,1.6551724137931034,class_3,3,0,0,1,31.02
141.3,212.0,0.0,203.5,0.0,971.8,748.5,7,1.4401981599433828,class_1,1,1,0,0,10.39
157.0,236.0,0.0,192.0,0.0,935.4,781.2,28,1.2229299363057324,class_2,2,0,1,0,33.66
133.0,200.0,0.0,192.0,0.0,927.4,839.2,28,1.443609022556391,class_2,2,0,1,0,27.87
250.2,166.8,0.0,203.5,0.0,977.6,694.1,7,0.8133493205435652,class_1,1,1,0,0,19.35
173.0,116.0,0.0,192.0,0.0,946.8,856.8,7,1.1098265895953756,class_1,1,1,0,0,11.39
192.0,288.0,0.0,192.0,0.0,929.8,716.1,3,1.0,class_1,1,1,0,0,12.79
192.0,288.0,0.0,192.0,0.0,929.8,716.1,28,1.0,class_2,2,0,1,0,39.32
153.0,102.0,0.0,192.0,0.0,888.0,943.1,3,1.2549019607843137,class_1,1,1,0,0,4.78
288.0,192.0,0.0,192.0,0.0,932.0,717.8,3,0.6666666666666666,class_1,1,1,0,0,16.11
305.3,203.5,0.0,203.5,0.0,965.4,631.0,28,0.6665574844415328,class_2,2,0,1,0,43.38
236.0,157.0,0.0,192.0,0.0,972.6,749.1,7,0.8135593220338984,class_1,1,1,0,0,20.42
173.0,116.0,0.0,192.0,0.0,946.8,856.8,3,1.1098265895953756,class_1,1,1,0,0,6.94
212.0,141.3,0.0,203.5,0.0,973.4,750.0,7,0.9599056603773585,class_1,1,1,0,0,15.03
236.0,157.0,0.0,192.0,0.0,972.6,749.1,3,0.8135593220338984,class_1,1,1,0,0,13.57
183.9,122.6,0.0,203.5,0.0,959.2,800.0,90,1.10657966286025,class_3,3,0,0,1,32.53
166.8,250.2,0.0,203.5,0.0,975.6,692.6,7,1.2200239808153477,class_1,1,1,0,0,15.75
102.0,153.0,0.0,192.0,0.0,887.0,942.0,7,1.8823529411764706,class_1,1,1,0,0,7.68
288.0,192.0,0.0,192.0,0.0,932.0,717.8,28,0.6666666666666666,class_2,2,0,1,0,38.8
212.0,141.3,0.0,203.5,0.0,973.4,750.0,28,0.9599056603773585,class_2,2,0,1,0,33.0
102.0,153.0,0.0,192.0,0.0,887.0,942.0,28,1.8823529411764706,class_2,2,0,1,0,17.28
173.0,116.0,0.0,192.0,0.0,946.8,856.8,28,1.1098265895953756,class_2,2,0,1,0,24.28
183.9,122.6,0.0,203.5,0.0,959.2,800.0,28,1.10657966286025,class_2,2,0,1,0,24.05
133.0,200.0,0.0,192.0,0.0,927.4,839.2,90,1.443609022556391,class_3,3,0,0,1,36.59
192.0,288.0,0.0,192.0,0.0,929.8,716.1,90,1.0,class_3,3,0,0,1,50.73
133.0,200.0,0.0,192.0,0.0,927.4,839.2,7,1.443609022556391,class_1,1,1,0,0,13.66
305.3,203.5,0.0,203.5,0.0,965.4,631.0,3,0.6665574844415328,class_1,1,1,0,0,14.14
236.0,157.0,0.0,192.0,0.0,972.6,749.1,90,0.8135593220338984,class_3,3,0,0,1,47.78
108.3,162.4,0.0,203.5,0.0,938.2,849.0,3,1.8790397045244691,class_1,1,1,0,0,2.33
157.0,236.0,0.0,192.0,0.0,935.4,781.2,7,1.2229299363057324,class_1,1,1,0,0,16.89
288.0,192.0,0.0,192.0,0.0,932.0,717.8,7,0.6666666666666666,class_1,1,1,0,0,23.52
212.0,141.3,0.0,203.5,0.0,973.4,750.0,3,0.9599056603773585,class_1,1,1,0,0,6.81
212.0,141.3,0.0,203.5,0.0,973.4,750.0,90,0.9599056603773585,class_3,3,0,0,1,39.7
153.0,102.0,0.0,192.0,0.0,888.0,943.1,28,1.2549019607843137,class_2,2,0,1,0,17.96
236.0,157.0,0.0,192.0,0.0,972.6,749.1,28,0.8135593220338984,class_2,2,0,1,0,32.88
116.0,173.0,0.0,192.0,0.0,909.8,891.9,28,1.6551724137931034,class_2,2,0,1,0,22.35
183.9,122.6,0.0,203.5,0.0,959.2,800.0,7,1.10657966286025,class_1,1,1,0,0,10.79
108.3,162.4,0.0,203.5,0.0,938.2,849.0,7,1.8790397045244691,class_1,1,1,0,0,7.72
203.5,305.3,0.0,203.5,0.0,963.4,630.0,28,1.0,class_2,2,0,1,0,41.68
203.5,305.3,0.0,203.5,0.0,963.4,630.0,3,1.0,class_1,1,1,0,0,9.56
133.0,200.0,0.0,192.0,0.0,927.4,839.2,3,1.443609022556391,class_1,1,1,0,0,6.88
288.0,192.0,0.0,192.0,0.0,932.0,717.8,90,0.6666666666666666,class_3,3,0,0,1,50.53
200.0,133.0,0.0,192.0,0.0,965.4,806.2,7,0.96,class_1,1,1,0,0,17.17
200.0,133.0,0.0,192.0,0.0,965.4,806.2,28,0.96,class_2,2,0,1,0,30.44
250.2,166.8,0.0,203.5,0.0,977.6,694.1,3,0.8133493205435652,class_1,1,1,0,0,9.73
122.6,183.9,0.0,203.5,0.0,958.2,800.1,3,1.6598694942903753,class_1,1,1,0,0,3.32
153.0,102.0,0.0,192.0,0.0,888.0,943.1,90,1.2549019607843137,class_3,3,0,0,1,26.32
200.0,133.0,0.0,192.0,0.0,965.4,806.2,90,0.96,class_3,3,0,0,1,43.25
116.0,173.0,0.0,192.0,0.0,909.8,891.9,3,1.6551724137931034,class_1,1,1,0,0,6.28
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90,1.1098265895953756,class_3,3,0,0,1,32.1
250.2,166.8,0.0,203.5,0.0,977.6,694.1,28,0.8133493205435652,class_2,2,0,1,0,36.96
305.3,203.5,0.0,203.5,0.0,965.4,631.0,90,0.6665574844415328,class_3,3,0,0,1,54.6
192.0,288.0,0.0,192.0,0.0,929.8,716.1,7,1.0,class_1,1,1,0,0,21.48
157.0,236.0,0.0,192.0,0.0,935.4,781.2,3,1.2229299363057324,class_1,1,1,0,0,9.69
153.0,102.0,0.0,192.0,0.0,888.0,943.1,7,1.2549019607843137,class_1,1,1,0,0,8.37
141.3,212.0,0.0,203.5,0.0,971.8,748.5,90,1.4401981599433828,class_3,3,0,0,1,39.66
116.0,173.0,0.0,192.0,0.0,909.8,891.9,7,1.6551724137931034,class_1,1,1,0,0,10.09
141.3,212.0,0.0,203.5,0.0,971.8,748.5,3,1.4401981599433828,class_1,1,1,0,0,4.83
122.6,183.9,0.0,203.5,0.0,958.2,800.1,7,1.6598694942903753,class_1,1,1,0,0,10.35
166.8,250.2,0.0,203.5,0.0,975.6,692.6,90,1.2200239808153477,class_3,3,0,0,1,43.57
203.5,305.3,0.0,203.5,0.0,963.4,630.0,90,1.0,class_3,3,0,0,1,51.86
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,3,0.6193548387096774,class_1,1,1,0,0,11.85
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,7,0.6193548387096774,class_1,1,1,0,0,17.24
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28,0.6193548387096774,class_2,2,0,1,0,27.83
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90,0.6193548387096774,class_3,3,0,0,1,35.76
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,120,0.6193548387096774,class_3,3,0,0,1,38.7
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3,0.5800604229607251,class_1,1,1,0,0,14.31
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,7,0.5800604229607251,class_1,1,1,0,0,17.44
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,28,0.5800604229607251,class_2,2,0,1,0,31.74
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,90,0.5800604229607251,class_3,3,0,0,1,37.91
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,120,0.5800604229607251,class_3,3,0,0,1,39.38
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,3,0.5501432664756447,class_1,1,1,0,0,15.87
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,7,0.5501432664756447,class_1,1,1,0,0,9.01
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,28,0.5501432664756447,class_2,2,0,1,0,33.61
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,90,0.5501432664756447,class_3,3,0,0,1,40.66
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,120,0.5501432664756447,class_3,3,0,0,1,40.86
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,7,0.7815126050420168,class_1,1,1,0,0,12.05
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,28,0.7815126050420168,class_2,2,0,1,0,17.54
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,7,0.6283783783783784,class_1,1,1,0,0,18.91
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,28,0.6283783783783784,class_2,2,0,1,0,25.18
297.0,0.0,0.0,186.0,0.0,1040.0,734.0,7,0.6262626262626263,class_1,1,1,0,0,30.96
480.0,0.0,0.0,192.0,0.0,936.0,721.0,28,0.4,class_2,2,0,1,0,43.89
480.0,0.0,0.0,192.0,0.0,936.0,721.0,90,0.4,class_3,3,0,0,1,54.28
397.0,0.0,0.0,186.0,0.0,1040.0,734.0,28,0.46851385390428213,class_2,2,0,1,0,36.94
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,7,0.6619217081850534,class_1,1,1,0,0,14.5
281.0,0.0,0.0,185.0,0.0,1104.0,774.0,28,0.6583629893238434,class_2,2,0,1,0,22.44
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,1,0.4,class_1,1,1,0,0,12.64
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3,0.4,class_1,1,1,0,0,26.06
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7,0.4,class_1,1,1,0,0,33.21
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,14,0.4,class_1,1,1,0,0,36.94
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,28,0.4,class_2,2,0,1,0,44.09
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7,0.32037037037037036,class_1,1,1,0,0,52.61
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,14,0.32037037037037036,class_1,1,1,0,0,59.76
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,28,0.32037037037037036,class_2,2,0,1,0,67.31
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90,0.32037037037037036,class_3,3,0,0,1,69.66
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180,0.32037037037037036,class_3,3,0,0,1,71.62
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,270,0.32037037037037036,class_3,3,0,0,1,74.17
350.0,0.0,0.0,203.0,0.0,974.0,775.0,7,0.58,class_1,1,1,0,0,18.13
350.0,0.0,0.0,203.0,0.0,974.0,775.0,14,0.58,class_1,1,1,0,0,22.53
350.0,0.0,0.0,203.0,0.0,974.0,775.0,28,0.58,class_2,2,0,1,0,27.34
350.0,0.0,0.0,203.0,0.0,974.0,775.0,56,0.58,class_3,3,0,0,1,29.98
350.0,0.0,0.0,203.0,0.0,974.0,775.0,90,0.58,class_3,3,0,0,1,31.35
